id,product_id,user_id,profilename,helpfulnessnumerator,helpfulnessdenominator,rating,time,summary,text,purchased
8026,1142,4542,jenuwine,0,4,3,1287964800,Bought at my local supermarket,I found this in the organic aisle at my local supermarket.  $[...] for one box of 100 opposed to 3 boxes being sold here with no shipping or waiting.  I would just like to know if anyone knows if this is a good quality for being a bagged tea.  I'm not a Pu-erh expert and I am looking for something as authentic as I can get without paying an arm and a leg.  Can anyone suggest a good quality??  The only reason I gave this a 3 is because it is something you can find at your supermarket without buying a pack of 3.,0
8027,1142,2184,Lynn Solo,1,6,1,1306454400,The worst 'tea' I have ever tried.,I used quotes around the word tea because I doubt that the bags contain tea.  I wouldn't be surprised if the bags contained ground up sticks instead of tea.  I would not give this product a single star; it deserves zero stars in my opinion.<br />This tool is not allowing me to continue without giving the product at least one star.,0
8034,1110,917,"""Michelle King """"Michelle King""""""",1,3,2,1297468800,healthy but my baby wouldnt eat it,My 9 1/2 month old would mush this around in her mouth and not swallow it.  There isnt much she doesnt like but she sure doesnt like this stuff.  It looks like a weird mushy green stuff.  I am sure it is super healthy but she didnt like it at all.,0
8035,1110,2536,A.S,0,2,2,1298678400,Weird texture,The grains make this food really flakey. It just doesn't stick together and was falling off the spoon. A major mess really. It also doesn't have a zip lock top and I thought it did like many of the other pouch foods and took this with us out to dinner. I ended up putting the leftovers in a plastic baggie. My baby also was not a fan of this at all and she is not a picky eater. Even my dogs turned their nose up at it and I thought it tasted pretty nasty.,0
8039,548,1458,"""Nina J. David """"betty crocker""""""",2,3,1,1211328000,Bad product,Sent this to my mother to help her out with groceries since she is on a fixed income. She said it was horrible and would be throwing the other 2 boxes out. So I would not reccomend this product.,0
8043,934,4405,"""Catherine Childs """"Catherine""""""",0,0,5,1326499200,A Crisp way to eat butterfinger,Butterfinger crips is so good its like eating a really fresh butterfinger. I order online because I had a hard time finding them in the stores. If you like butterfingers you will like butterfinger crisp. A light candybar not to heavy on your stomach.,1
8047,899,1588,eidos101,0,0,5,1335139200,Dog treats,My dog absolutely loves these treats! He's a very picky eater and this is the only treat he will eat.  The fact that they are pretty healthy makes me very happy.,1
8060,826,3969,"""Ashley L """"LAshleyC07""""""",0,0,3,1302220800,Sometimes my cat eats them...sometimes he doesnt,This product is really a hit or miss. My cat does not seem to go crazy over these treats....Sometimes he does not eat these right away.,0
8069,447,1689,sao,1,1,4,1331510400,Ok product but bleeds color,I have a 10 month old Weimaraner that loved the Busy Bone Chewbone treat. He has some separation anxiety and they can help keep him calm. It takes him about 15-20 minutes to eat but it is long enough for him to calm himself down. I just make sure he keeps it off white stuff. The red  center bleeds a little if he drops the wet side down or a piece gets broken off and falls on a light surface.  My dog will chew on one end then leave it if he gets distracted then come back and chew on the other end and the wet side dies surface he is on. I have been able to clean it out of stuff easily enough but it is a little bit of a annoying that I have to. I also wish they were cheaper.,1
8072,447,3273,C. E. Stevenson,0,0,4,1330646400,Almost 5 stars,"""I like the busy bones.  My pit has to work at it a bit harder than she does some of other """"large"""" bones on the market.  I do wish it would last a little longer.  She can finish one in under 5 minutes.  I'm giving it to her because I want her to be BUSY.  Not distracted for 5 minutes.""",1
8073,447,3131,C. Liston,1,3,4,1269129600,German Shepherd sized treat lasts about an hour,I buy this as a special treat. It lasts about an hour and my large dog really enjoys it.,1
8084,251,2349,"""Megan M. Hanna """"sobo""""""",2,2,5,1256601600,Love it!,This seasoning is easy to use and delicious.  I recommend you add some sliced mushrooms too.  It's a great addition.  Served with brown rice and broccoli - it's a favorite at our house!,1
8086,251,4069,D. Evans,1,1,5,1331424000,Great Mongolian Beef Mix,I bought this once at my local grocer and it was so good I went back to get more and it was gone.  I asked the store to get it again and they never did so found it at Amazon.  Placing my second order today since I am down to my last pack.,1
8089,339,3556,porfavorcorona,0,1,5,1217203200,Instruction Translation problem solvers,When I lived in Germany I bought this all the time over there. The biggest problem was of course everything was written in German. Since you have a computer just go to a translation website and scan in the instructions and have them changed to English. From there you can use the product.,1
8093,362,858,DonkiiballS,4,4,5,1326240000,My dog is so Healthy,I now know why so many people recommended this brand. The quality is amazing and you can tell the difference in substance compared to other dog foods. Even the organic type.,1
8095,703,1656,wyoreader,0,0,5,1321660800,YUMMY,Since I have not been able to eat fat there are many things that I miss eating.  Tortillas were something I ate alot and really missed.  You would never know that these are fat free.  The only complaint that I have is that the tortillas stick together and I have torn many of them.  I would say that in the big picture I would rather have a torn tortilla that no tortilla at all. I plan to reorder when I run out.,1
8102,108,994,A Mom in NC,10,10,5,1185580800,Very Tasty,I ordered these as a gift in June. They tasted great! They did not arrive in picture perfect condition due to the heat but I was contacted by the company to see what they could do for me.  The strength of a company is not found in things that go correctly but rather in the things that go wrong and what they do about them.  I would recommend them highly,1
8105,108,3355,Charles W. Cerny,4,4,5,1200528000,Chocolate Heaven,My wife is very fond of chocolate covered cherries and has tried just about every brand.  She assures me that these are the very best she's ever eaten.,1
8107,887,4136,Alicia R,0,0,5,1283731200,My dog loves these!,My dog loves greenies and didn't notice the switch from the regular to the lite.  She loves them either way!,1
8109,1132,4484,"""Ruth Rice """"Fun Limey""""""",1,1,5,1337904000,ColCafe Greaatt Coffee,Taste is much superior to the regular freeze dried that you get in the supermarket.  I would bet you will enjoy the taste as much as we do.,1
8112,1227,1444,C.K.,1,1,5,1336780800,Really good,Was pleasantly surprised at how good these pretzels were.There are 3 servings per bag at 140 calories each.This is about 14 to 15 pretzels.The pretzels are really filling.The bag has approximately 45 pretzels.I was expecting them to be bland since they are made with natural ingredients but they are very flavorful.Made in the USA is a big plus.,1
8114,426,3298,"""Tom D. Gilligan """"Thom Gilligan""""""",3,3,5,1195257600,Longest Lasting Gum on the market,Five Gum is a new product from Wrigley's. I'm always on the lookout for new gum since I like having something to chew while I'm driving. I came across this back in august and was pleasantly surprised. The flavor lasts a really long time and is relatively strong.,1
8118,1151,906,"""PistolaMia """"PistolaMia""""""",0,0,5,1332806400,Daily Calming,The vendor is fast and dependable. The tea is simply the best way to relax and great tasting too. Highly recommend !!,1
8119,1151,3578,Daniel Hentschel,0,0,5,1331856000,Addicted!!!!,This tea is amazing. I drink it iced with sugar and lime. It will blow your mind. The taste is similar to a flavor of kool-aid that I had as a child. I can just drink glass after glass of this tea.,1
8121,502,2710,P. Holden,26,26,5,1269043200,Aluminum free baking soda,I had a difficult time trying to find aluminum free baking soda and finally found it on Amazon.  It was shipped quickly and the seller put in several free samples of natural beverage mixes. (which I really appreciated and will use) Very pleased with this product.,1
8127,502,1536,D. Joseph,8,8,5,1307664000,Baking Soda,Bob's Red Mill Baking Soda is an excellent product for baking with or making your own toothpaste.<br />It is aluminum free and free of any other harmful chemicals. We use it as a safe/legal product<br />on the Specific Carbohydrate Diet in healing my boys with ASD and healing my own fibromyalgia<br />as we have difficulty ridding our body of harmful toxins in foods.,1
8128,502,1371,Alex M,5,5,1,1339632000,All Baking Soda is Aluminum Free,All baking soda is aluminum free. This is an unnecessary marketing ploy to get you to buy their product. Buy this because it is naturally mined and is cruelty free; but do not be duped into thinking that good ole $.59 Arm&Hammer has aluminum in it. BTW the chemical process used to make A&H is almost exactly what occurs in nature; just faster but not cheaper. It costs no more to mine sodium bicarbonate than it does to manufacture. So yes you are paying for a name.,0
